keys,en,ja
CARD_EBP04-050_DESC,"Any time your monster card invades and this is in Area 8, enact 1 of the following:
ã»Draw 1 card and discard 1 card from your hand.
ã»Discard 1 card from your hand to decrease your opponent's <Rage> by 1.","あなたの怪獣カードが進攻するたび、これがエリア８にいるなら、以下を１つ行う。
・あなたは１枚引いて手札を１枚捨てる。
・あなたの手札を１枚捨てることで、相手の<怒り>を１減らす。"
CARD_EBP04-052_NAME,Mothra Imago (1992),モスラ成虫(1992)
CARD_EBP04-052_DESC,"When this card is discarded from your hand by your opponent's effect and their monster card is in zones 4-8 you may play this card.
Any time you discard cards from your hand by your opponent's effects, and this is in area 8, increase your <Rage> by 2.","相手の効果でこれを手札から捨てた時、相手の怪獣カードがエリア４～８にいるなら、これを出現させてよい。
相手の効果であなたが手札を捨てるたび、これがエリア８にいるなら、あなたの怪獣カードの<怒り>を２増やす。"
CARD_EBP04-053_NAME,MOGERA,M.O.G.E.R.A.
CARD_EBP04-053_DESC,<Enter> You may choose to swap zones of any 2 battle cards in your zones.,<出現時>あなたのエリアにいる交戦カードを２枚選び、それらのいるエリアを入れ替えてよい。
CARD_EBP04-054_NAME,Destoroyah Perfect Form,デストロイア完全体
CARD_EBP04-054_DESC,"For each Strategy Card you have in play, this card gains 5000 counter power.
For each strategy card your opponent has in play, this card loses 5000 counter power.","あなたが置いている戦略カード１枚につき、これの撃退力＋5000。
相手が置いている戦略カード１枚につき、これの撃退力－5000。"
CARD_EBP04-055_NAME,Higher Dimensional Monster Ghidorah,高次元怪獣ギドラ
CARD_EBP04-055_DESC,"<Enter> You may <Destroy> 4 other green battle cards in your zones. If you don't do so, <Destroy> this.",<出現時>あなたのエリアにいる他の緑の交戦カードを４枚<破壊>してよい。そうしないなら、これを<破壊>する。
CARD_EBP04-056_NAME,Kumonga (2004),クモンガ(2004)
CARD_EBP04-056_DESC,"If this card is in the same column as your opponent's monster card, and the opponent has 0 <Rage>, your opponent cannot invade.",これが相手の怪獣カードと同じ縦列にいて、相手の<怒り>が０なら、相手は進攻できない。
CARD_EBP04-057_NAME,King Caesar (2004),キングシーサー(2004)
CARD_EBP04-057_DESC,"If there is a non-green battle card in your zones, this gains +3000 counter power.",あなたのエリアに、緑でない交戦カードがいるなら、これの撃退力＋3000。
CARD_EBP04-058_NAME,Servum,セルヴァム
CARD_EBP04-058_DESC,"<Awakening 4> If this card is in an area adjacent to your monster card, this card gains +3000 counter power.",<覚醒４>これがあなたの怪獣カードの隣接エリアにいるなら、撃退力＋3000。(あなたの怪獣カードがエリア４以降にいるなら有効)
CARD_EBP04-059_NAME,Rodan (2021),ラドン(2021)
CARD_EBP04-059_DESC,"You may have any number of this card in your deck.
<Revenge> If you have 5 or more green battle cards in your discard pile, you may return up to 1 <Rodan> battle card from your discard to your hand.","これはデッキに好きな枚数入れてよい。
<逆襲>あなたの捨て札の緑の交戦カードが５枚以上なら、あなたの捨て札の<《ラドン》>を持つ交戦カードを１枚まで手札に戻す。(カード効果か怪獣カードの移動で破壊されたら発動。これも戻せる)"
CARD_EBP04-060_NAME,Valkyrie,ヴァルチャー
CARD_EBP04-060_DESC,If you have a [Mechagodzilla City] in play this card gains +3000 counter power.,あなたが「メカゴジラシティ」を置いているなら、これの撃退力＋3000。
CARD_EBP04-061_NAME,Mechagodzilla (2018),メカゴジラ(2018)
CARD_EBP04-061_DESC,"<Enter> If you have 4 or more other green battle cards in your zones, you may discard 1 green card from your deck and then shuffle your deck.",<出現時>あなたのエリアに他の緑の交戦カードが４枚以上いるなら、あなたの山札から緑のカードを１枚まで探して捨て札にし、山札をシャッフルする。
CARD_EBP04-062_NAME,Anguirus (2021),アンギラス(2021)
CARD_EBP04-062_DESC,"<Revenge> If you have 10 or more green battle cards in your discard pile, increase your monster card's <Rage> for each of your opponent's battle cards in the same column as your monster card.",<逆襲>あなたの捨て札の緑の交戦カードが10枚以上なら、あなたの怪獣カードと同じ縦列にいる相手の交戦カード１枚につき、あなたの怪獣カードの<怒り>を１増やす。
CARD_EBP04-063_NAME,Godzilla Filius,ゴジラ・フィリウス
CARD_EBP04-063_DESC,<Revenge> Return up to 1 [Godzilla Earth] battle card from your discard pile to your hand.,<逆襲>あなたの捨て札の「ゴジラ・アース」の交戦カードを１枚まで手札に戻す。(カード効果か怪獣カードの移動で破壊されたら発動)
CARD_EBP04-064_NAME,Jet Jaguar (2021),ジェットジャガー(2021)
CARD_EBP04-064_DESC,"At the beginning of your counter phase, if you have 10 or more green battle cards in your discard pile, you may <Destroy> this to reduce your opponent's <Rage> by 3.",あなたの撃退フェイズ開始時、あなたの捨て札の緑の交戦カードが10枚以上なら、これを<破壊>することで、相手の<怒り>を３減らす。
CARD_EBP04-065_NAME,Godzilla Earth,ゴジラ・アース
CARD_EBP04-065_DESC,"If this card is in the same column as your opponent's monster card, this card gains +3000 counter power.",これが相手の怪獣カードと同じ縦列にいるなら、撃退力＋3000。
CARD_EBP04-066_NAME,Gigan (2004),ガイガン(2004)
CARD_EBP04-066_DESC,"<Opponent's Turn> If there is a Battle card in your zones that is not green, all strategy cards in your opponent's hand gain +2 in rank (after play they return to their original rank).",<相手のターン中>あなたのエリアに、緑でない交戦カードがいるなら、相手の手札の戦略カードすべての等級＋２。(置いた後は元の等級)
CARD_EBP04-067_NAME,Godzilla Earth,ゴジラ・アース
CARD_EBP04-067_DESC,"You can only play this card in Area 8.
<Enter> Play 1 [Godzilla Earth] Token in your area 3. If this card and the token are not in an area, or they are moved, <Destroy> both.","これはエリア８にしか出現できない。
<出現時>あなたのエリア３に「ゴジラ・アース」トークンを１枚出現させる。これとそのトークンは、どちらかがエリアにいない、または移動すると両方<破壊>される。"
CARD_EBP04-068_NAME,Kaiser Ghidorah,カイザーギドラ
CARD_EBP04-068_DESC,"<Your Turn> If you have no strategy cards in play, decrease the ranks of strategy cards in your hand by -1 for each color of battle card in your discard pile.",<あなたのターン中>あなたが置いている戦略カードがないなら、あなたの捨て札の交戦カードの色数１につき、あなたの手札の戦略カードすべての等級－１。(置いた後は元の等級)
CARD_EBP04-069_NAME,Gezora,ゲゾラ
CARD_EBP04-069_DESC,"<Awakening 4> If this is in the same column as your opponent's blue monster card, this gains +5000 counter power.",<覚醒４>これが相手の青の怪獣カードと同じ縦列にいるなら、撃退力＋5000。(あなたの怪獣カードがエリア４以降にいるなら有効)
CARD_EBP04-070_NAME,Ganimes,ガニメ
CARD_EBP04-070_DESC,"<Awakening 4> If this is in the same column as your opponent's green monster card, this gains +5000 counter power.",<覚醒４>これが相手の緑の怪獣カードと同じ縦列にいるなら、撃退力＋5000。(あなたの怪獣カードがエリア４以降にいるなら有効)
CARD_EBP04-071_NAME,Kamoebas (1970),カメーバ(1970)
CARD_EBP04-071_DESC,"<Awakening 4> If this is in the same column as your opponent's red monster card, this gains +5000 counter power.",<覚醒４>これが相手の赤の怪獣カードと同じ縦列にいるなら、撃退力＋5000。(あなたの怪獣カードがエリア４以降にいるなら有効)
CARD_EBP04-072_NAME,Sanda,サンダ
CARD_EBP04-072_DESC,"<Opponent's Turn> Each time your opponent plays a card from their deck, if this is in area 5, search your deck for up to 1 card, add it to your hand, and shuffle your deck.",<相手のターン中>相手が山札から交戦カードを出現させるたび、これがエリア５にいるなら、あなたは自分の山札からカードを１枚まで探して手札に加え、山札をシャッフルする。
CARD_EBP04-073_NAME,Gaira,ガイラ
CARD_EBP04-073_DESC,"<Opponent's Turn> Each time your opponent returns a card from their discard pile to their hand, if this is in area 1, return up to 1 card from your discard pile to your hand.",<相手のターン中>相手が捨て札のカードを手札に戻すたび、これがエリア１にいるなら、あなたは自分の捨て札のカードを１枚まで手札に戻す。
CARD_EBP04-074_NAME,Rodan (1956),ラドン(1956)
CARD_EBP04-074_DESC,<Enter> <Destroy> 1 of your opponent's strategy cards.,<出現時>相手の戦略カードを１枚<破壊>する。
CARD_EBP04-075_NAME,Hyper Spiral Beam,ハイパースパイラル熱線
CARD_EBP04-075_DESC,"<Opponent's Turn> At the beginning of their counter phase, discard the top card from your main deck. If that card is a Monster card, <Destroy> 1 of your opponent's battle cards in the same column as your monster card.",<相手のターン中>撃退フェイズ開始時、あなたの山札を上から１枚捨て札にする。それが怪獣カードなら、あなたの怪獣カードと同じ縦列にいる相手の交戦カードを１枚<破壊>する。
CARD_EBP04-076_NAME,Dormancy,休眠
CARD_EBP04-076_DESC,"<Base>
Your monster card cannot be moved by any of your opponent's effects. (Move when you are countered)","<拠点>いずれかの怪獣カードがエリア６～８に進攻した時、これを<破壊>する。(これは拠点である。拠点はスタートフェイズに捨て札にならない)
あなたの怪獣カードは相手の効果で移動しない。(撃退された際には移動する)"
CARD_EBP04-077_NAME,First Kiryu Commander Yashiro Akane,第1機龍隊 家城茜
CARD_EBP04-077_DESC,"Reveal the top 3 cards of your deck, among those add 1 <Mechagodzilla> battle card and discard the rest. If the card you add to your hand is [MFS-3] or [Godzilla x MechaGodzilla] you may instead place it in Area 8.",あなたの山札を上から３枚公開し、その中の<《メカゴジラ》>を持つ交戦カードを１枚まで手札に加え、残りを捨て札にする。手札に加えるカードが「3式機龍」か「ゴジラ×メカゴジラ」なら、かわりにエリア８に出現させてよい。
CARD_EBP04-078_NAME,Crawling Calamity,這い寄る厄災
CARD_EBP04-078_DESC,"Move your opponent's Monster card in areas 3-5 vertically. (3->8, 4->7, 5->6. Do not destroy battle cards in areas in between)",エリア３～５にいる相手の怪獣カードを縦方向に移動させる。(エリア３→８、４→７、５→６に移動させ、その際、間のエリアにいる相手の交戦カードは破壊されない)
CARD_EBP04-079_NAME,Godzilla Final Wars,ゴジラ FINAL WARS
CARD_EBP04-079_DESC,"Reveal the top 7 cards of your deck, play all <Final Wars> battle cards among them and discard the rest.",あなたの山札を上から７枚公開し、その中の<《FINAL WARS》>を持つ交戦カードをすべて出現させ、残りを捨て札にする。
CARD_EBP04-080_NAME,Mothra Familial Bonds,モスラ親子の絆
CARD_EBP04-080_DESC,Evolve all Rank 3 or lower battle cards with <Evolution> in zones 1-5.,あなたのエリア１～５にいる<進化>を持つ等級３以下の交戦カードをすべて進化させる。
CARD_EBP04-081_NAME,Twisting Terror,絡みつく恐怖
CARD_EBP04-081_DESC,<Your Turn> Your monster card cannot advance nor invade.,<あなたのターン中>あなたの怪獣カードは前進も進攻もできない。
CARD_EBP04-082_NAME,X-Aliens' Mother Ship,X星人の母艦
CARD_EBP04-082_DESC,"<Base>
<Your Turn> All non-blue battle cards in zones adjacent to your monster card gain +3000 counter power.","<拠点>いずれかの怪獣カードがエリア６～８に進攻した時、これを<破壊>する。(これは拠点である。拠点はスタートフェイズに捨て札にならない)
<あなたのターン中>あなたの怪獣カードの隣接エリアにいる、あなたの、青でない交戦カードすべての撃退力＋3000。"
CARD_EBP04-083_NAME,Godzilla vs. Destoroyah,ゴジラVSデストロイア
CARD_EBP04-083_DESC,<Destroy> all of your opponent's battle cards in zones 6-8.,相手のエリア６～８にいる交戦カードをすべて<破壊>する。
CARD_EBP04-085_NAME,The Golden Demise,黄金の終焉
CARD_EBP04-085_DESC,"<Base>
When this is moved from your strategy zones to your discard pile, if you have 2 or more green battle cards in your zones you may return this from your discard pile to your hand.
<Opponent's Turn> [Higher Dimensional Monster Ghidorah] in your zones 1-5 cannot be <Destroy> by your opponent's effects.","これが戦略カード置き場から捨て札になった時、あなたのエリアに緑の交戦カードが２枚以上いるなら、あなたの捨て札からこれを手札に戻してよい。
<相手のターン中>あなたのエリア１～５にいる「高次元怪獣ギドラ」は相手の効果で<破壊>されない。"
CARD_EBP04-086_NAME,Mechagodzilla City,メカゴジラシティ
CARD_EBP04-086_DESC,"<Base>
<Your Turn> At the beginning of the counter phase, for each 5 green battle cards in your discard pile, play 1 [Valkyrie] battle card from your discard pile.","<拠点>いずれかの怪獣カードがエリア６～８に進攻した時、これを<破壊>する。(これは拠点である。拠点はスタートフェイズに捨て札にならない)
<あなたのターン中>撃退フェイズ開始時、あなたの捨て札の緑の交戦カード５枚につき、あなたの捨て札から「ヴァルチャー」を１枚出現させる。"
CARD_EBP04-087_NAME,Beginning of the Two,はじまりのふたり
CARD_EBP04-087_DESC,"<Destroy> up to 1 red, blue, green, and white battle cards each in your opponent's zones 1-5.",相手のエリア１～５にいる、赤、青、緑、白の交戦カードをそれぞれ１枚まで<破壊>する。
CARD_EBP04-088_NAME,Kidnapped Monsters,連れ去られた怪獣達
CARD_EBP04-088_DESC,Return up to 2 non-green battle cards from your discard pile to your hand.,あなたの捨て札の、緑でない交戦カードを２枚まで手札に戻す。
CARD_EBP04-089_NAME,Inherited Life,受け継がれし命
CARD_EBP04-089_DESC,"<Base>
Do not move this to your discard pile at the beginning of your start phase.
<Your Turn> When you decrease your Monster card's <Rage>, put them underneath this. On the 15th card <Destroy> all of your opponent's battle cards. On the 22nd card your opponent discards their entire hand. On the 30th card you win the game.","あなたのスタートフェイズ中、これは捨て札にならない。
<あなたのターン中>あなたの怪獣カードの<怒り>が減る際、それをこれの下に置く。それが15枚目なら相手の交戦カードをすべて<破壊>し、22枚目なら相手は自分の手札をすべて捨て、30枚目ならあなたはこのゲームに勝利する。"
CARD_EBP04-T01_NAME,Godzilla Earth,
CARD_EBP04-T01_DESC,(Tokens cannot be added to the deck. They are banished when removed from zones.),
CARD_EPR-001_NAME,"Godzilla, King of the Monsters 70th",
CARD_EPR-001_DESC,,
CARD_EPR-002_NAME,GODZILLA THE ARTï½Eric Haze,
CARD_EPR-002_DESC,,
CARD_EPR-003_NAME,Godzilla Galaxy Odyssey,
CARD_EPR-003_DESC,,
CARD_EPR-004_NAME,Heat Ray,放射熱線
CARD_EPR-004_DESC,<Destroy> all of your opponent's battle cards in the same column as your monster card.,あなたの怪獣カードと同じ縦列にいる相手の交戦カードをすべて<破壊>する。
CARD_EPR-005_NAME,Godzilla's Bite,噛みつき
CARD_EPR-005_DESC,<Destroy> all of your opponent's battle cards in the same column as your monster card.,あなたの怪獣カードと同じ縦列にいる相手の交戦カードをすべて<破壊>する。
CARD_EPR-006_NAME,"Godzilla, King of the Monsters - Kaiju on the Earth LEGENDS",
CARD_EPR-006_DESC,,
CARD_EPR-007_NAME,Chibi Godzilla,
CARD_EPR-007_DESC,,
CARD_EPR-008_NAME,Chibi Godzilla,
CARD_EPR-008_DESC,,
CARD_EPR-009_NAME,Chibi Godzilla,
CARD_EPR-009_DESC,,
CARD_EPR-010_NAME,Chibi Godzilla,
CARD_EPR-010_DESC,,
CARD_ESD01-001_NAME,Godzilla(2023),ゴジラ(2023)
CARD_ESD01-001_DESC,,
CARD_ESD01-002_NAME,Godzilla(2023),ゴジラ(2023)
CARD_ESD01-002_DESC,"<When Invading> Search your deck for up to 1 rank â¢ card named ãGodzilla(2023)ã with <Burst> , reveal it, add it to your hand, then shuffle your deck. (If you invaded 2 zones, activate this effect 2 times)",<進攻時>あなたの山札から<強襲>を持つ等級Ⅲの「ゴジラ(2023)」を１枚まで探して公開し、手札に加え、山札をシャッフルする。（２エリア進攻したら２回発動）
CARD_ESD01-003_NAME,Godzilla(2023),ゴジラ(2023)
CARD_ESD01-003_DESC,"If this card has 2 or more <Rage> , this card gains +5000 threat level.",これの<怒り>が２以上なら、脅威度＋5000。
CARD_ESD01-004_NAME,Godzilla(2023),ゴジラ(2023)
CARD_ESD01-004_DESC,"<When Invading> If this card has 2 or more <Rage> , your opponent discards cards until they have 2 cards remaining in their hand.",<進攻時>これの<怒り>が２以上なら、相手は自分の手札を２枚になるよう捨てる。
CARD_ESD01-005_NAME,Godzilla(2023),ゴジラ(2023)
CARD_ESD01-005_DESC,"<Burst1> (You can play this card from rank I. If you do, send this card to your discard pile at the beginning of your next end phase.)
<Enter> Your opponent discards cards until they have 4 cards remaining in their hand.","<強襲Ⅰ>（これは等級Ⅰから出現できる。そうしたら、次のあなたのエンドフェイズ開始時にこのカード１枚を捨て札にする）
<出現時>相手は自分の手札を４枚になるよう捨てる。"
CARD_ESD01-006_NAME,Godzilla(2023),ゴジラ(2023)
CARD_ESD01-006_DESC,"<Burst2> (You can play this card from rank II. If you do, send this card to your discard pile at the beginning of your next end phase.)
<Enter> <Destroy> 1 of your opponent's rank 4 or lower battle cards.","<強襲Ⅱ>（これは等級Ⅱから出現できる。そうしたら、次のあなたのエンドフェイズ開始時にこのカード１枚を捨て札にする）
<出現時>相手の等級４以下の交戦カードを１枚<破壊>する。"
CARD_ESD01-007_NAME,Godzilla(2023),ゴジラ(2023)
CARD_ESD01-007_DESC,"<Burst3> (You can play this card from rank III. If you do, send this card to your discard pile at the beginning of your next end phase.)
<Enter> <Destroy> all of your opponent's battle cards in the same column as this card.","<強襲Ⅲ>（これは等級Ⅲから出現できる。そうしたら、次のあなたのエンドフェイズ開始時にこのカード１枚を捨て札にする）
<出現時>これと同じ縦列にいる相手の交戦カードをすべて<破壊>する。"
CARD_ESD01-008_NAME,Shinseimaru,新生丸
CARD_ESD01-008_DESC,(Battle cards in your hand can be played if their rank is equal to or lower than the number in the zone where the opponent's monster card is.),（手札の交戦カードは等級が相手の怪獣カードがいるエリアの数字以下なら使える）
CARD_ESD01-009_NAME,Reinforcements,援軍
CARD_ESD01-009_DESC,<Awakening4> This card gains +3000 counter power. (Active if your monster card is in zone 4 or beyond.),<覚醒４>これの撃退力＋3000。（あなたの怪獣カードがエリア４以降にいるなら有効）
CARD_ESD01-010_NAME,City of Tokyo,東京の街
CARD_ESD01-010_DESC,"If your monster card has 2 or more <Rage> , your other battle card in zone 8 gains +5000 counter power.
<Awakening6> Your other battle card in zone 8 gains +5000 counter power. (Active if your monster card is in zone 6 or beyond.)","あなたの怪獣カードの<怒り>が２以上なら、あなたのエリア８にいる他の交戦カードの撃退力＋5000。
<覚醒６>あなたのエリア８にいる他の交戦カードの撃退力＋5000。（どちらか片方だけでも有効。あなたの怪獣カードの<怒り>が２以上でエリア６以降にいるなら＋10000）"
CARD_ESD01-011_NAME,Godzilla(2023),ゴジラ(2023)
CARD_ESD01-011_DESC,"<Enter> If your monster card has 2 or more <Rage> , reduce your opponent's <Rage> by 1.
When this card is <Destroy> , place this card on the bottom of your deck instead.","<出現時>あなたの怪獣カードの<怒り>が２以上なら、相手の<怒り>を１減らす。
これが<破壊>される際、かわりにあなたの山札の下に置く。"
CARD_ESD01-012_NAME,Godzilla(2023),ゴジラ(2023)
CARD_ESD01-012_DESC,"<Your Turn> When you play a monster card, you may move this card to an unoccupied zone.
If this card is in zone 8, this card gains +3000 counter power.
When this card is <Destroy> , place this card on the bottom of your deck instead.","<あなたのターン中>あなたの怪獣カードが出現した時、これを空いているエリアに移動させてよい。
これがエリア８にいるなら、撃退力＋3000。
これが<破壊>される際、かわりにあなたの山札の下に置く。"
CARD_ESD01-013_NAME,Ginza Annihilated,銀座壊滅
CARD_ESD01-013_DESC,"<Your Turn> Whenever your monster card's <Rage> is increased, <Destroy> 1 of your opponent's rank 6 or lower battle cards.",<あなたのターン中>あなたの怪獣カードの<怒り>が増えるたび、相手の等級６以下の交戦カードを１枚<破壊>する。
CARD_ESD01-014_NAME,Godzilla Emerges,ゴジラ出現
CARD_ESD01-014_DESC,"If your monster card has 2 or more <Rage> , search your deck for up to 1 battle card named ãGodzilla(2023)ã, play it, then shuffle your deck.",あなたの怪獣カードの<怒り>が２以上なら、あなたの山札から「ゴジラ(2023)」の交戦カードを１枚まで探して出現させ、山札をシャッフルする。
CARD_ESD01-015_NAME,Operation Wadatsumi,海神作戦
CARD_ESD01-015_DESC,Your opponent discards cards until they have 2 cards remaining in their hand.,"相手は自分の手札を２枚になるよう捨てる。

=== Rage-GZ30 |  ===


=== Rage-GZ30+ |  ===


=== Rage-GZ30++ |  ==="
CARD_ESD01-016_NAME,Heat Ray,
CARD_ESD01-016_DESC,<Destroy> all of your opponent's battle cards in the same column as your monster card.,
CARD_ESD02-001_NAME,Godzilla(1984),ゴジラ(1984)
CARD_ESD02-001_DESC,,
CARD_ESD02-002_NAME,Godzilla(1989),ゴジラ(1989)
CARD_ESD02-002_DESC,<Enter> <Destroy> 1 of your opponent's rank 4 or lower battle cards.,<出現時>相手の等級４以下の交戦カードを１枚<破壊>する。
CARD_ESD02-003_NAME,Godzilla(1992),ゴジラ(1992)
CARD_ESD02-003_DESC,"<Enter> :Play 2 rank 4 or lower battle cards with <Evolution> from your discard pile in zones adjacent to this card.
(For example, if this card is in zone 7, the adjacent zones are 4, 6, and 8.)",<出現時>あなたの捨て札から<進化>を持つ等級４以下の交戦カードを２枚、これの隣接エリアに出現させる。（例えばエリア７なら４、６、８が隣接）
CARD_ESD02-004_NAME,Godzilla(1994),ゴジラ(1994)
CARD_ESD02-004_DESC,<When Invading> Discard 1 battle card from your handï¼ <Destroy> all of your opponent's battle cards with a rank equal to or lower than the discarded card's rank.,<進攻時>あなたの手札から交戦カードを１枚捨てることで、その捨てたカードの等級以下の、相手の交戦カードをすべて<破壊>する。
CARD_ESD02-005_NAME,Godzilla(1993),ゴジラ(1993)
CARD_ESD02-005_DESC,"<When Invading> Reduce your opponent's <Rage> by 1. (If you invaded 2 zones, activate this effect 2 times.)",<進攻時>相手の<怒り>を１減らす。（２エリア進攻したら２回発動）
CARD_ESD02-006_NAME,Godzilla(1995),ゴジラ(1995)
CARD_ESD02-006_DESC,"For each strategy card your opponent has in play, this card gains +5000 threat level.",相手が置いている戦略カード１枚につき、これの脅威度＋5000。
CARD_ESD02-007_NAME,Mothra(larva)(1992),モスラ幼虫(1992)
CARD_ESD02-007_DESC,"<Evolution5> <ãMothraã> At the beginning of your main phase, you may search your deck for a rank 5 or lower <ãMothraã> battle card and play it by stacking it on top of this card. Search for ãMothra(imago)(1992)ã rank 5 counter power 5000 and you may place it on top of this card)",<進化５><《モスラ》>（あなたのメインフェイズ開始時、山札から<《モスラ》>を持つ等級５以下の交戦カードをこれの上に重ねて出現させてよい。→「モスラ成虫(1992)」等級５撃退力5000）
CARD_ESD02-008_NAME,Battra(larva),バトラ幼虫
CARD_ESD02-008_DESC,"<Evolution6> <ãBattraã> (At the beginning of your main phase, you may search your deck for a rank 6 or lower <ãBattraã> battle card and play it by stacking it on top of this card. Search for ãBattra(imago)ã rank 6 counter power 5000 and you may place it on top of this card.)",<進化６><《バトラ》>（あなたのメインフェイズ開始時、山札から<《バトラ》>を持つ等級６以下の交戦カードをこれの上に重ねて出現させてよい。→「バトラ成虫」等級６撃退力5000+）
CARD_ESD02-009_NAME,Super-X,スーパーX
CARD_ESD02-009_DESC,"<Awakening4> <Enter> If this card is in zone 8, reduce your opponent's <Rage> by 1. (Active if your monster card is in zone 4 or beyond and this card was played in zone 8.)",<覚醒４><出現時>これがエリア８にいるなら、相手の<怒り>を１減らす。（あなたの怪獣カードがエリア４以降にいて、これがエリア８に出現したら有効）
CARD_ESD02-010_NAME,Mothra(imago)(1992),モスラ成虫(1992)
CARD_ESD02-010_DESC,"<Enter> If this card was played through evolution, draw 1 card.",<出現時>進化で出現したら、あなたは１枚引く。
CARD_ESD02-011_NAME,Battra(imago),バトラ成虫
CARD_ESD02-011_DESC,<Awakening6> This card gains ï¼3000 counter power. (Active if your monster card is in zone 6 or beyond.),<覚醒６>これの撃退力＋3000。（あなたの怪獣カードがエリア６以降にいるなら有効）
CARD_ESD02-012_NAME,Mechagodzilla(1993),メカゴジラ(1993)
CARD_ESD02-012_DESC,"If your opponent's monster card is rank IV or higher, this card gains +5000 counter power.
If this card is in the same column as your opponent's monster card, this card gains +3000 counter power.
(If both conditions are met, this card gains +8000 counter power.)","相手の怪獣カードが等級Ⅳ以上なら、これの撃退力＋5000。
これが相手の怪獣カードと同じ縦列にいるなら、撃退力＋3000。
（どちらか片方だけでも有効。両方有効なら＋8000）"
CARD_ESD02-013_NAME,Destoroyah Perfect Form,デストロイア完全体
CARD_ESD02-013_DESC,,
CARD_ESD02-014_NAME,The Legend of Infant Island,インファント島の伝説
CARD_ESD02-014_DESC,Evolve 1 of your battle cards with <Evolution> .,あなたの<進化>を持つ交戦カードを１枚進化させる。
CARD_ESD02-015_NAME,Burning Godzilla's Rampage,バーニングゴジラ暴走
CARD_ESD02-015_DESC,"Choose 1 of your opponent's zones. <Destroy> all of your opponent's battle cards in that zone and zones adjacent to it.
(For example, if a card is in zone 7, the adjacent zones are 4, 6, and 8.)","相手のエリア１つを指定し、そのエリアおよび隣接エリアにいる相手の交戦カードをすべて<破壊>する。（例えばエリア７を指定したら４、６、７、８にいる交戦カードを破壊）

=== Rage-GZ16 |  ===


=== Rage-GZ16+ |  ===


=== Rage-GZ16++ |  ==="
CARD_ESC01-001_NAME,Godzilla(1954),
CARD_ESC01-001_DESC,"When playing this from your hand, if you discard a <Godzilla> card from your hand you can play this card at a -4 rank. (Afterwards it's a Rank 8).
If this is in the same column as your opponent's Monster card this gains +3000 counter power.
When you successfully counter your opponent's Monster card, place this at the bottom of your deck.",
CARD_EFC01-001_NAME,Godzilla(Gojika Festival),ゴジラ(ゴジカ・フェス)
CARD_EFC01-001_DESC,"<Burst3>
If every zone adjacent to this card's zone has a battle card with <Festival Godzilla>, this card gains +10000 counter power.","<強襲Ⅲ>
これに隣接するあなたのエリアすべてに<《フェス・ゴジラ》>を持つ交戦カードがいるなら、あなたの撃退力の合計を＋10000。"
CARD_EFC01-002_NAME,Gigan(Gojika Festival),ガイガン(ゴジカ・フェス)
CARD_EFC01-002_DESC,"<Enter> If this card is in a zone adjacent to your monster card, send the top card of your deck to your discard pile. If it is a battle card, you may return up to 1 monster card from your discard pile to your hand.",<出現時>これがあなたの怪獣カードの隣接エリアにいるなら、あなたの山札を上から１枚捨て札にする。それが交戦カードなら、あなたの捨て札の怪獣カードを１枚まで手札に戻す。
CARD_EFC01-003_NAME,Jet Jaguar(Gojika Festival),ジェットジャガー(ゴジカ・フェス)
CARD_EFC01-003_DESC,"<Enter> You may discard a card with <Gigan> and <Festival Godzilla> from your hand. If you do, search your deck for a battle card with <Weapon> or <Mech> and invasion icon 2, and add it to your hand.",<出現時>あなたの手札の<《ガイガン》>と<《フェス・ゴジラ》>を両方持つカードを１枚捨てることで、あなたの山札から、<《兵器》>か<《機械》>を持つ<足２>の交戦カードを１枚まで探して公開し、手札に加え、山札をシャッフルする。
CARD_EFC01-004_NAME,Hedorah(2021),ヘドラ(2021)
CARD_EFC01-004_DESC,"When playing this card from your hand, this card's rank is reduced by 1 for each of your opponent's battle cards in zones.",相手のエリアにいる交戦カード１枚につき、等級を－１して手札から出現できる。
CARD_EFC01-005_NAME,Godzilla Appears in Godzilla Festival,ゴジラ ゴジラ・フェスに現わる
CARD_EFC01-005_DESC,"<Your Turn> When you play a monster card, reveal the top 5 cards of your deck. Add all cards with <Festival Godzilla> to your hand and discard the rest.
At the beginning of your counter phase, discard your hand.","<あなたのターン中>あなたの怪獣カードが出現した時、あなたの山札を上から５枚公開し、その中の<《フェス・ゴジラ》>を持つカードをすべて手札に加え、残りを捨て札にする。
あなたの撃退フェイズ開始時、あなたの手札をすべて捨てる。"
CARD_EFC01-006_NAME,King Ghidorah's Defense,キングギドラの防御
CARD_EFC01-006_DESC,"<Opponent's Turn> If your opponent has 2 or fewer battle cards in zones, your battle cards cannot be destroyed by your opponent's effects.",<相手のターン中>相手のエリアにいる交戦カードが２枚以下なら、あなたのエリアにいる交戦カードすべては相手の効果で<破壊>されない。
